file,height,width,merge_eps_px,corners_raw,corners_merged
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c326.png,39,40,2,41,31
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c327.png,29,32,2,23,16
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c328.png,26,40,2,37,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c329.png,31,50,2,38,33
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c33.png,40,40,2,44,36
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c331.png,52,37,2,65,50
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c332.png,57,50,2,73,57
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c333.png,49,42,2,49,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c334.png,45,50,2,77,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c335.png,39,25,2,29,26
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c336.png,42,29,2,34,28
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c337.png,42,25,2,41,32
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c338.png,33,29,2,26,18
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c339.png,37,26,2,42,32
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c34.png,48,39,2,67,57
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c340.png,28,29,2,29,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c341.png,27,28,2,13,9
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c342.png,31,50,2,30,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c343.png,32,24,2,30,20
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c344.png,64,61,2,131,107
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c345.png,63,54,2,87,72
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c346.png,54,38,2,82,62
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c347.png,55,48,2,82,67
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c348.png,57,45,2,89,71
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c349.png,49,51,2,80,63
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c35.png,60,57,2,112,90
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c350.png,52,51,2,86,73
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c351.png,51,50,2,88,65
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c352.png,43,43,2,41,30
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c353.png,44,40,2,52,40
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c354.png,39,50,2,76,62
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c355.png,45,27,2,46,33
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c356.png,43,40,2,47,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c357.png,41,30,2,38,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c358.png,31,45,2,26,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c359.png,56,50,2,84,70
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c36.png,48,43,2,68,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c360.png,51,48,2,95,73
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c361.png,55,55,2,84,68
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c362.png,53,50,2,76,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c363.png,49,51,2,78,62
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c364.png,57,57,2,96,72
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c365.png,38,36,2,37,28
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c366.png,48,41,2,41,31
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c367.png,32,32,2,36,32
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c368.png,26,24,2,24,18
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c369.png,33,30,2,31,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c37.png,41,37,2,35,25
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c370.png,28,36,2,26,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c371.png,53,56,2,92,77
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c372.png,49,36,2,68,51
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c373.png,50,54,2,102,72
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c374.png,52,49,2,92,75
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c375.png,49,48,2,71,56
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c376.png,50,52,2,94,69
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c377.png,50,48,2,75,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c379.png,40,48,2,65,50
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c38.png,38,27,2,25,23
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c380.png,33,25,2,17,12
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c381.png,41,52,2,63,53
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c382.png,38,36,2,50,39
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c383.png,43,48,2,59,44
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c384.png,36,26,2,35,26
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c385.png,32,26,2,29,27
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c386.png,31,32,2,37,29
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c387.png,75,27,2,47,36
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c388.png,49,44,2,64,45
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c389.png,60,57,2,102,76
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c39.png,38,26,2,31,26
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c390.png,57,39,2,88,67
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c391.png,36,49,2,62,40
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c392.png,51,31,2,49,40
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c393.png,41,50,2,66,54
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c394.png,43,26,2,40,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c395.png,50,36,2,49,39
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c396.png,42,48,2,58,46
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c397.png,44,37,2,58,46
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c398.png,40,42,2,48,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c399.png,30,40,2,29,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c4.png,51,49,2,71,58
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c40.png,41,28,2,37,27
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c400.png,41,39,2,55,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c401.png,27,29,2,21,17
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c402.png,69,31,2,81,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c404.png,43,42,2,50,36
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c406.png,41,55,2,70,57
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c407.png,55,61,2,96,63
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c408.png,43,30,2,49,28
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c409.png,42,45,2,70,54
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c41.png,45,57,2,89,67
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c410.png,37,45,2,37,30
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c411.png,41,42,2,59,43
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c412.png,31,24,2,23,16
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c413.png,29,28,2,24,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c414.png,31,38,2,39,32
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c415.png,32,43,2,45,35
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c416.png,43,32,2,47,29
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c42.png,40,49,2,64,49
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c43.png,28,37,2,33,25
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c44.png,41,41,2,48,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c45.png,25,37,2,29,25
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c46.png,31,41,2,50,40
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c47.png,26,27,2,22,16
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c48.png,28,30,2,24,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c49.png,26,29,2,18,15
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c5.png,45,49,2,55,49
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c50.png,50,52,2,84,64
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c51.png,48,28,2,49,39
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c52.png,40,36,2,48,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c53.png,44,40,2,59,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c54.png,39,40,2,51,37
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c55.png,42,36,2,55,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c56.png,43,52,2,66,52
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c57.png,33,43,2,42,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c58.png,28,28,2,24,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c59.png,32,45,2,42,35
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c6.png,51,50,2,81,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c60.png,37,25,2,31,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c61.png,41,32,2,40,32
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c62.png,25,25,2,17,13
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c63.png,25,29,2,18,15
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c64.png,24,31,2,27,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c65.png,32,28,2,28,21
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c66.png,19,28,2,10,10
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c67.png,21,38,2,21,15
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c68.png,55,64,2,78,65
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c69.png,55,39,2,55,50
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c7.png,42,36,2,48,41
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c70.png,49,30,2,55,47
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c71.png,52,53,2,100,78
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c72.png,39,39,2,48,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c73.png,37,40,2,39,33
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c74.png,39,25,2,31,25
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c75.png,30,29,2,22,18
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c76.png,38,26,2,31,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c77.png,31,42,2,43,35
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c78.png,27,26,2,24,20
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c79.png,27,29,2,28,21
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c8.png,44,30,2,40,33
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c80.png,28,25,2,19,15
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c81.png,27,31,2,32,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c82.png,30,31,2,26,20
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c83.png,26,25,2,15,10
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c84.png,33,33,2,21,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c85.png,68,49,2,105,88
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c86.png,50,44,2,58,45
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c87.png,56,39,2,73,61
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c88.png,50,55,2,90,72
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c89.png,53,37,2,75,61
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c9.png,38,26,2,31,26
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c90.png,43,40,2,49,39
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c91.png,44,38,2,55,44
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c92.png,28,38,2,24,21
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c93.png,42,38,2,50,44
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c94.png,49,40,2,72,49
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c95.png,33,25,2,25,20
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c96.png,44,42,2,49,41
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c97.png,40,54,2,62,46
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c98.png,33,32,2,34,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_2/c99.png,41,36,2,47,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c1.png,62,41,2,89,63
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c10.png,36,41,2,35,31
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c100.png,38,27,2,35,28
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c101.png,28,32,2,30,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c102.png,20,29,2,20,16
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c103.png,21,36,2,22,17
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c104.png,53,45,2,77,55
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c106.png,52,40,2,61,44
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c108.png,60,44,2,65,49
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c11.png,63,54,2,95,71
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c110.png,54,33,2,59,47
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c111.png,49,61,2,72,54
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c112.png,39,28,2,38,23
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c113.png,36,38,2,47,39
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c114.png,57,50,2,79,66
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c115.png,36,27,2,24,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c116.png,33,29,2,34,28
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c117.png,38,26,2,29,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c118.png,29,24,2,17,13
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c119.png,29,27,2,25,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c12.png,38,48,2,58,44
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c120.png,36,21,2,28,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c123.png,48,31,2,59,44
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c124.png,39,39,2,41,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c125.png,50,41,2,72,53
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c126.png,41,28,2,35,31
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c127.png,40,29,2,39,30
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c13.png,48,48,2,84,67
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c131.png,43,37,2,55,37
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c132.png,33,38,2,33,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c133.png,43,21,2,28,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c134.png,40,31,2,44,32
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c135.png,50,32,2,46,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c136.png,26,29,2,18,13
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c137.png,28,27,2,22,15
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c138.png,33,33,2,41,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c139.png,29,21,2,23,14
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c14.png,27,28,2,23,20
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c140.png,25,28,2,28,22
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c141.png,52,62,2,84,73
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c142.png,66,37,2,88,75
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c143.png,43,28,2,41,33
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c144.png,51,45,2,71,56
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c145.png,53,38,2,72,61
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c146.png,38,48,2,54,48
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c147.png,43,60,2,79,59
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c148.png,36,44,2,47,39
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c149.png,44,39,2,54,40
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c15.png,29,21,2,18,13
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c150.png,41,50,2,52,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c151.png,38,33,2,31,26
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c152.png,29,38,2,36,31
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c153.png,26,25,2,13,11
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c154.png,32,43,2,36,25
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c155.png,19,25,2,13,10
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c156.png,19,27,2,10,8
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c157.png,26,26,2,22,19
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c159.png,54,31,2,64,48
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c16.png,31,32,2,33,20
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c160.png,57,40,2,89,62
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c161.png,67,32,2,75,61
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c162.png,56,54,2,95,79
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c163.png,41,29,2,48,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c164.png,41,41,2,50,42
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c165.png,48,38,2,68,58
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c166.png,48,39,2,49,41
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c167.png,41,30,2,36,26
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c168.png,36,40,2,40,34
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c169.png,25,26,2,16,12
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c17.png,40,28,2,44,33
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c170.png,41,42,2,72,46
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c171.png,49,37,2,59,37
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c172.png,30,38,2,31,24
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c173.png,40,24,2,24,17
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c174.png,19,30,2,16,13
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c175.png,38,39,2,48,38
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c177.png,52,50,2,84,60
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c178.png,54,65,2,83,64
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c179.png,56,54,2,87,70
/content/drive/MyDrive/samples_segmented_chars/p1_upload_skeletonized/RC04844/page_3/c18.png,43,31,2,40,32
